1,2#1_1_1,2#1_2_1,2#1_3_1,2#1_4_1,2#1_5_1,2#1_6_1,3,3_5_TEXT,4,4a,5,6,7,8,8a,9,9a,10,10_7_TEXT,11,12,13,14,15,16,17,18,19,20,20_6_TEXT,21,22,23,24,25,26,27,28,29,30,31,32,33,33_3_TEXT,34,35,36,37,38,39,40,41,41_2_TEXT,Comments
1,73,,,,,,2,,21,,2,3,2,58,,8,,"2,3",,3,3,"2,5,6,7,8","1,2,4",1,1,3,3,1,4,,1,1,2,,,,,,,2,2,,,,2,,,,,,,,,"Very Appreciative, Thank you!"
3,70,50,12,,,,2,,57,Philadelphia Corporation for the Aging ,3,3,2,,,,,,,,,,,,,,,,,,2,3,1,1,"1,2,4,5","2,5,6",1,6,,2,2,,,,2,,,,,,,,,I thank you for my food box. It means a lot for my family
5,51,40,21,18,13,,1,,,,1,2,1,59,Syria,3,,,,1,2,"1,2,3,13,7,11","2,4",,,,,,,,1,3,1,1,5,"4,6",1,2,1,2,2,,,,2,,,,,,,,,
5,53,30,19,9,7,1,2,,57,Philadelphia Corporation for the Aging,3,5,2,58,,8,,1,,2,2,"1,2,3,5,11,12","1,2,3,4,5,6",2,"15,16",1,1,1,2,,1,2,1,2,1,"1,4,7",1,2,1,2,2,,,,2,,,,,,,,,I thank you for all of your assistance - Marie Johnson
5,81,75,45,40,20,18,1,,,,2,3,1,35,,19,,1,,3,1,"1,3,6,8,10,11","1,3,4",1,"1,10",2,2,2,,,1,1,1,2,"1,3","3,5,6",1,2,1,2,2,,,,2,,,,,,,,,Thank you for all the support. It means a lot.
2,48,11,,,,,2,,31,,3,1,2,58,,8,,1,,2,2,"1,4,5,6","1,2,3",1,6,3,3,1,,,2,1,1,2,"1,5","1,4",1,3,3,2,2,,,,2,,,,,,,,,
3,67,50,13,,,,2,,57,Age for Aging,1,5,2,58,,8,,1,,1,4,"1,3,4,5,12","3,4,5",1,10,1,2,2,,,1,3,1,1,"2,5","1,2,7",1,6,,2,2,,,,2,,,,,,,,,Your Drivers drivers are so helpful in delivering food to my home 
3,58,16,25,,,,1,,57,,2,5,2,58,,8,,,,1,2,"1,2,3,4,13,5,6,8,12","2,4,5",1,"1,8",2,1,2,,,1,1,1,1,"1,2,3","1,2,5",1,1,1,2,2,,,,2,,,,,,,,,Very Happy Thank You
4,66,44,32,6,,,,,31,,3,"3,5",2,58,,8,,1,,1,3,"1,3,5,11,12","1,2,3,4,5,6",1,"1,4,15",2,3,1,1,,1,1,1,1,"1,2,3,5","1,2,3",1,1,1,2,2,,,,2,,,,,,,,,Your help means so much to me and my family-and your volunteers are amazing people. No matter what my box arrives with a smile. Thank you to you all. Tina Dorofeychuk
3,69,45,3,,,,1,,39,,3,3,2,58,,8,,2,,1,2,"1,3,13,5,12","3,5",1,"1,10,14",2,2,2,,,1,1,1,1,"3,5","1,2,3",1,1,1,2,2,,,,2,,,,,,,,,Steve makes days brighter!
3,23,42,13,,,,1,,,,2,"1,4",1,58,,8,,1,,4,1,1,3,2,19,2,2,1,1,,1,1,1,4,"1,3","1,5,6",1,5,4,2,2,,,,2,,,,,,,,,Getting a food box is nice but it is not as helpful as I thought the fruits and vegies are always spoiled and some of the staff I don't use like the instant brown rice has a really bad taste
5,58,46,21,18,16,,2,,21,,3,5,1,59,Israel ,21,Hebrew,1,,1,2,"1,2,6,7,11","2,3,5",2,15,2,2,1,5,,1,1,1,1,1,"1,2,5,6",1,1,1,2,2,,,,2,,,,,,,,,thank you very much for everything
2,71,62,,,,,1,,31,,3,3,2,58,,8,,4,,4,1,"1,2,5,8,10",4,2,19,1,1,1,1,,1,1,2,,,,,,,2,2,,,,2,,,,,,,,,Need more varieties of canned fruits- bread roll products
1,59,,,,,,2,,16,,3,5,2,58,,8,,1,,1,3,"1,2,3,13,6,8,9,11",3,1,"1,8,16",2,,2,,,1,1,2,,,,,,,2,2,,,,2,,,,,,,,,
1,79,,,,,,1,,,,2,3,2,58,,8,,1,,3,1,"1,10,11",,2,"7,10",3,3,1,4,,1,1,2,,,,,,,2,2,,,,2,,,,,,,,,"Need more fruits + Veggies. Too much ""BEANS"" + CANNED good - (Too much Salt) Need some snacks-chips-pretzels-candy. Even some meat products OR meat substitutes - (Veggie Based)"
1,76,,,,,,3,,21,,3,5,,11,,16,,1,,3,1,"1,2,4,13,11",3,,"1,2,8,10",2,3,1,4,,1,1,2,,,,,,,2,2,,,,2,,,,,,,,,
1,69,,,,,,2,,16,,2,3,2,58,,8,,1,,1,2,"1,2,3,6,10","3,4",1,10,3,3,2,,,1,1,2,,,,,,,2,2,,,,2,,,,,,,,,The services are great. I thank you for the Jewish Relief Agency. Happy New Year. Walt Briggs
3,61,18,18,,,,2,,31,,3,5,2,58,,8,,1,,2,1,"1,3,4,6,12",3,1,"4,15,16",1,1,1,4,,1,1,1,2,"1,3","1,2,3",1,2,3,2,2,,,,1,12,"1,2,4,5","1,3,4",1,,,,,"I have been blessed to receive JRA food deliveries since 2014. The volunteers are wonderful, and I am so grateful."
1,78,,,,,,1,,42,,1,3,2,58,,8,,4,,2,2,"1,2,3,4,8,10,11,12","2,4",,10,1,1,1,2,,,,2,,,,,,,2,2,,,,2,,,,,,,,,Thank you for your help and service.
3,52,18,12,,,,4,,,,2,2,1,58,,8,,1,,3,1,"1,2,3,6,7",3,2,"1,6,16",1,2,2,,,1,3,2,,,,,,,2,2,,,,1,13,"2,5,8",1,1,,,,,I wish you offered more toiletries and paper products because food stamps do not cover this.
2,79,56,,,,,2,,,,3,3,1,,,,,,,,,,,,,,,,,,1,2,2,,,,,,,2,2,,,,2,,,,,,,,,The items I can't use are given to those who are more than glad to receive and use. I am more than happy to include donations in my meals. Thank you and God Bless.
1,73,,,,,,1,,,,2,3,2,58,,8,,1,,4,1,"1,2,13,5,8,11","1,3,4",1,"1,10,16",3,3,2,,,2,3,2,,,,,,,2,2,,,,2,,,,,,,,,The food box is a welcomed gift. I am always able to use most of the food and other items. Anything I don't use I share with a Jewish person.
1,80,,,,,,2,,57,Philadelphia Corporation for the Aging,3,2,2,58,,8,,"2,3,4,5,7",No salt added,2,3,"1,2,3,13,12","1,2,3,4,5,6",1,"10,16",2,2,2,,,1,1,2,,,,,,,2,2,,,,1,12,"1,2,4,6,10","1,2,3,4",2,1,2,1,,Thank JRA for monthly food. Best prayers and blessings to JRA staff! Happy New Year/2022
1,87,,,,,,5,IVY Resident,,,1,"3,5",2,58,,8,,"2,3,4",,1,2,"1,2,4,13,5,6,7,8,9,10,11",3,,1,3,3,2,,,,3,2,,,,,,,2,2,,,,2,,,,,,,,,
1,85,,,,,,2,,21,,4,3,2,58,,8,,2,,1,3,"5,9,10,12",3,1,10,3,2,2,,,2,2,2,,,,,,,2,2,,,,2,,,,,,,,,I am very grateful.
2,62,62,,,,,,,,,5,5,1,58,,8,,7,Yoshon,1,3,"1,4,5,7,11","2,3,4",2,,3,3,1,5,,2,1,1,1,1,"4,5,6",1,2,2,2,2,,,,2,,,,,,,,,Thank you so much and G-d bless!
1,79,,,,,,6,,,,2,3,2,58,,8,,1,,1,4,"4,13,5,6,10","3,4",1,19,,,2,,,,,2,,,,,,,2,2,,,,2,,,,,,,,,Thank you very much.
3,66,38,14,,,,1,,57,Philadelphia Corporation for the Aging,3,5,2,58,,8,,1,,1,3,"1,3,6,10,11","1,6",1,"1,8,10",2,2,2,,,,,1,1,3,"3,5,7",1,1,1,2,2,,,,2,,,,,,,,,"I am very satisfied with the JRA boxes, and I thank you very much."
1,72,,,,,,1,,31,,3,"3,5",2,58,,8,,"2,4,6",,2,2,"1,2,4,5,8","2,3",2,"1,10",3,3,1,1,,1,1,2,,,,,,,2,2,,,,2,,,,,,,,,"Please continue putting fresh fruits and vegetables if possible. I do not care for crackers anymore. I have a serious heart condition now and diabetes, so I need low carb, low sodium, and low sugar items. I do like receiving the treats and snacks for when my family comes to visit. I enjoy the applesauce! If you include JELLO, I love it. Thank you very much for your kindness and sustained effort on behalf of people who need support. May your work continue to be blessed. Allen Mancini"
1,63,,,,,,1,,,,2,5,2,38,,17,,4,,1,2,"1,2,3,11,12",1,1,1,2,2,2,,,2,1,2,,,,,,,2,2,,,,2,,,,,,,,,"The services I receive from JRA are very good, thank you."
1,87,,,,,,2,,42,,3,3,2,58,,8,,1,,1,2,"1,2,13,6,8",4,1,"1,8,10",3,3,2,,,2,3,2,,,,,,,2,2,,,,2,,,,,,,,,
2,102,72,,,,,2,,34,,1,5,2,58,,8,,,,1,1,"1,8,11,12","5,6",,,,,,,,1,1,2,,,,,,,2,2,,,,2,,,,,,,,,You're heaven sent
1,89,,,,,,1,,21,,3,3,2,58,,8,,"2,4",,2,3,"1,2,13,8,10","2,4,5,6",1,19,,3,2,,,1,3,2,,,,,,,2,2,,,,2,,,,,,,,,I feel so good to know that JRA is here to help
1,96,,,,,,5,Gwendolyn Stewart,57,Eye Bank of Philadelphia,2,3,2,58,,8,,1,,1,3,"2,3,4,13,5","1,2,3,5",1,"10,16",3,3,2,,,1,1,2,,,,,,,2,2,,,,2,,,,,,,,,
1,87,,,,,,1,,31,,3,2,2,37,,14,,4,,4,1,"5,7,8,10,11",6,1,"4,10,14",3,3,1,1,,1,1,2,,,,,,,1,2,1,,,2,,,,,,,,,
2,85,80,,,,,2,,34,,4,3,2,47,,16,,2,,2,2,"1,2,13,7,8,10,11",4,1,"1,8,13,16",3,,1,2,,1,1,2,,,,,,,1,1,1,,,2,,,,,,,,,Big thank you to JRA for your care and attention
1,82,,,,,,1,,57,Philadelphia Corporation for the Aging,4,3,2,58,,8,,1,,2,4,"1,13,5,7,8,10","4,6",2,"1,10",2,2,2,,,1,1,2,,,,,,,2,2,,,,2,,,,,,,,,I am thankful for the extra food you provide
1,74,,,,,,1,,,,2,3,2,58,,8,,2,,1,3,"1,2,13,10,12","1,3",1,14,2,,2,,,1,3,2,,,,,,,2,2,,,,2,,,,,,,,,I really appreciate receiveing the food from JRA. It really helps me to have enough to eat. Thank you so much and God bless you in ways you will never ever get over.
2,66,49,,,,,4,,,,2,5,2,58,,8,,7,Allergic to fruit,1,2,"1,2,3,6,10,11",2,1,15,,,2,,,2,2,2,,,,,,,2,2,,,,2,,,,,,,,,Thank you for the food.
2,63,63,,,,,2,,,,3,5,2,58,,21,Gujarati and Hindi,"2,4",,4,1,"1,7,11","2,6",1,,2,2,1,,,1,,2,,,,,,,2,2,,,,2,,,,,,,,,We appreciate your service. Your food is helpful to us. Can you please provide us fresh vegetables or fruits or give us food stamps please.
1,56,,,,,,1,,,,2,5,,58,,8,,"2,3,4",,2,2,"1,4,6,7,11,12","2,5",1,15,2,1,2,,,1,3,2,,,,,,,2,2,,,,2,,,,,,,,,
2,67,66,,,,,1,,,,1,5,1,58,,8,,1,,1,1,"1,2,3,4,13,6,7,8,9,10,11,12",1,,,,,,,,1,1,2,,,,,,,2,2,,,,2,,,,,,,,,I feel very blessed. Thank you.
1,61,,,,,,2,,,,1,5,2,58,,8,,1,,1,3,"1,2,3,4,5,6,10,12",5,2,"1,15,16",1,1,1,2,,1,1,2,,,,,,,2,2,,,,2,,,,,,,,,Thank you always.
1,84,,,,,,1,,,,3,2,2,58,,8,,1,,2,1,"1,2,4,12","4,6",1,"4,10",,3,1,1,,,1,2,,,,,,,2,2,,,,2,,,,,,,,,
3,65,66,20,,,,2,,34,,4,3,1,58,,8,,"2,3,4",,1,3,"3,5,6,9,12",3,1,2,3,3,1,4,,1,1,2,,,,,,,2,2,,,,2,,,,,,,,,"They are wonderful group of people, appreciate everything"
2,77,59,,,,,1,,,,1,3,1,58,,8,,1,,1,1,"13,10,11,12","3,6",1,1,3,3,1,4,,1,1,2,,,,,,,2,2,,,,2,,,,,,,,,Thank You!!!
1,73,,,,,,1,,57,Philadelphia Corporation for the Aging,2,3,2,58,,8,,3,,2,1,"1,2,3,6,9,11,12",2,,"1,10,16",1,1,2,,,2,2,2,,,,,,,2,2,,,,2,,,,,,,,,"I wish JRA could put fresh oranges potatoes carrots some cookies sometime but I am grateful what I recieve. Thank you, Diane Buyn"
1,65,,,,,,2,,57,Philadelphia Corporation for the Aging,2,5,2,58,,8,,1,,1,2,"1,5,8,10,12","1,2,3",1,"1,15",2,2,2,,,2,3,2,,,,,,,2,2,,,,2,,,,,,,,,I feel extremely blessed to received the care boxes from JRA they have helped many many times from toilet paper crackers cookies peanut butter nothing goes to waist in my home I am extremely grateful everytime I see the box arrive Thank you for your help
1,59,,,,,,1,,,,1,1,,58,,8,,"2,3,4",,2,2,"1,4,6,9,12","1,2,3",1,"1,16",3,3,1,4,,1,1,2,,,,,,,2,2,,,,2,,,,,,,,,
1,73,,,,,,1,,,,3,3,2,58,,8,,3,,1,2,"1,5,6,9,10","3,4",1,"1,10",3,,2,,,2,3,2,,,,,,,2,2,,,,2,,,,,,,,,"Even thought I am not the jewish birth, I appreciate your food crop. It is a tremendous help and I thank you very much"
2,76,74,,,,,2,,21,,4,3,2,58,,8,,"2,3,4",,3,2,"1,2,5,12",2,1,"1,10",2,3,2,,,2,2,2,,,,,,,2,2,,,,2,,,,,,,,,
2,78,51,,,,,5,OFS,34,,5,3,2,58,,8,,"2,3",,2,1,"1,2,3,9,12",3,1,"1,5,8,10,16",3,3,1,4,,1,1,2,,,,,,,2,2,,,,2,,,,,,,,,
3,61,60,27,,,,2,,31,,4,5,1,59,Argentina,17,,1,,1,3,"1,3,6,10,12","1,2,3,4,5",1,"15,17",1,1,1,1,,1,1,2,,,,,,,2,2,,,,2,,,,,,,,,Great box filled with helpful items. Toiletries would be useful.
2,94,66,,,,,2,,31,,2,"3,5",2,58,,8,,"3,7",more vegetables,3,1,"13,5,6,9,10",5,2,19,2,2,1,4,,1,1,2,,,,,,,2,2,,,,2,,,,,,,,,"We need fresh vegetables, meat/poultry, high calorie and high protein"
2,74,64,,,,,5,JRA at Bonsalim,57,Philadelphia Corporation for the Aging,3,5,2,58,,8,,"2,3,4,5",,1,2,"1,3,13,10,11","1,2,3,5,6",2,"1,8,10,16",3,,,5,,2,3,2,,,,,,,2,2,,,,2,,,,,,,,,"all love and thanks for all JRA Crew thanks alot, Om"
1,,,,,,,1,,21,,4,5,2,58,,8,,2,,2,2,"2,5,8,9,12","3,4",1,"10,16",2,2,1,4,,1,1,2,,,,,,,2,2,,,,2,,,,,,,,,Todah Rabbah What a lovely caring box of food
2,36,8,,,,,2,,29,,2,2,2,58,,8,,1,,2,2,"1,2,3,6,12","1,2,3,4",1,"1,4,16,18",2,3,1,1,,1,1,1,1,"1,4,5","1,3,6",1,1,2,2,2,,,,2,,,,,,,,,
5,42,45,18,15,14,6,1,,,,3,2,1,20,,21,Haitian Creole,"2,4",,1,3,"1,3,13,5,11,12",2,,,,,,,,1,3,1,1,"1,3,5","1,2,7",1,1,1,2,2,,,,2,,,,,,,,,"Thank you so much for all the help, if you have toys and clothes for the kids please send me some."
4,53,55,18,23,,,2,,31,,2,1,1,58,,8,,"5,7",Dairy Free,3,1,"1,3,6,8,12",4,2,10,1,1,1,1,,1,1,2,,,,,,,2,2,,,,1,12,"1,4,5",2,2,,,,,"I need juice, gluten free items, less canned fish toiletries"
1,77,,,,,,4,,,,4,2,2,58,,8,,"2,3,4,5",,1,2,"1,2,3,13,5,7,9","1,2,3,4,5,6",1,"1,2,10,16",,3,1,6,"A jew, culturally + religiously. My great grandfather was a rabbi",1,1,2,,,,,,,2,2,,,,1,12,"1,2,5,6,7,8,9","1,2,3",1,1,6,1,,JRA is about kindness. The volunteers are respectful of our lesser incomes. We are always glad to see the JRA box!
5,14,4,5,9,10,10,5,Bobby Heonon office - city council,,,3,5,2,58,,8,,1,,2,1,"1,2,8,9,10","1,2,3,4,5,6",,"1,10",2,2,2,,,1,1,1,1,"1,2,3,4,5","2,4,6",1,1,1,2,2,,,,1,11,"1,4,5","1,2,3,4",1,3,1,1,,we thank you some much we are very grateful for JRA :)
2,70,61,,,,,1,,,,3,3,2,58,,8,,2,,2,2,"1,2,13,8",1,1,10,2,2,2,,,1,2,2,,,,,,,2,2,,,,2,,,,,,,,,
2,75,73,,,,,1,,,,5,5,2,2,,2,,4,,1,3,"1,5,6,7,11,12","1,2,3,4,5,6",1,"1,8",2,2,2,,,1,3,2,,,,,,,2,2,,,,2,,,,,,,,,Thank you so much for your support. The box we receive helps us a lot. Thank you again.
1,67,,,,,,1,,,,3,5,2,58,,8,,"2,4",,2,3,"1,2,5,7,10,12","3,5,6",2,"1,4,10,15,16",2,2,1,4,,1,1,2,,,,,,,2,2,,,,2,,,,,,,,,Thank you for your help.
1,67,,,,,,1,,34,,2,"3,5",2,58,,8,,"3,4",,2,1,"1,2,4,8,12",3,2,"1,10",1,1,2,,,1,3,2,,,,,,,2,2,,,,2,,,,,,,,,It makes me happy that somebody cares about me!
1,73,,,,,,2,,42,,3,5,2,58,,8,,7,Vegan,4,1,"1,2,13","2,3,6",2,"1,2,15",,3,1,1,,1,1,2,,,,,,,2,2,,,,2,,,,,,,,,Thank you for your blessings - Shalom!
3,55,52,16,,,,1,,34,,4,2,2,31,,16,,1,,1,2,"4,13,5,9,12","1,3",1,19,1,1,1,2,,1,1,1,1,"1,2,3,5","1,3,4,6",1,1,1,2,2,,,,2,,,,,,,,,
4,58,,,,,,1,,57,,4,5,2,58,,8,,4,,2,1,"1,2,13,11,12",4,2,10,2,1,1,6,,1,1,1,1,"1,3,5","1,2,3,4,5",1,1,1,2,2,,,,2,,,,,,,,,I am very grateful for the monthly service. I would be more satisfied to chicken with the package.
4,58,53,24,21,,,3,,,,2,5,1,58,,8,,1,,1,1,"3,7,8,11,12",4,1,"1,15",2,3,2,,,1,1,2,,,,,,,2,2,,,,1,12,"2,4,5",2,1,,,1,,I love you JRA! You are so helpful. Thank you!
1,70,,,,,,1,,,,4,5,2,24,,8,,,,1,4,"2,3,13,5,6,7,8,9,10,11,12","1,2,3,5",1,"10,11",3,3,2,,,1,1,2,,,,,,,2,2,,,,1,11,"1,2,3,4,5,7,8,9,10,11","1,2",1,,,,,
5,52,35,19,17,2,7 months,1,,,,4,5,2,58,,8,,1,,1,3,"1,2,3,4,13","1,2,3,4",2,"1,7,8",2,2,2,,,1,1,1,1,"1,2,3,5","1,2,3,5",1,1,1,2,2,,,,1,11,"1,2,3,4,5,6,7,9,10,11","1,2,3",1,2,3,1,,
4,46,46,14,11,,,1,,57,,2,"2,4",1,60,,17,,1,,1,2,"6,7,8,9,10",4,1,19,3,3,1,6,Messianic Jew,1,1,1,1,1,"2,3,6",1,1,1,2,2,,,,1,11,"8,9,11",2,1,4,,,,"My cousin, Silvia Soto, lived at our house and she was the one receiving the box. Since she left, I continue to receive it and I share its contents with families in need. You are a blessing to many. Thank you!"
3,91,89,62,,,,2,,57,Bucks County Council for The Aging,2,3,2,58,,8,,3,,1,,"1,5,8,9,11","2,3",1,"1,15",3,3,1,4,,1,1,2,,,,,,,2,2,,,,1,11,"1,2,10",2,1,1,3,1,,"Daughter, Robin L. Polonsky, age 62 permanently/totally disabled. Spouse, Barbara H. Polonsky, age 89, currently debilitated as a result of stroke. Presently in rehab/nursing facility."
1,67,,,,,,4,,57,My own research,2,3,2,58,,8,,1,,1,2,"1,13,6,8,9",1,1,"1,10,16",2,2,2,,,1,3,2,,,,,,,2,2,,,,1,11,"1,2,4",2,1,1,6,1,,"I am so grateful food and toiletries box I receive every month. Your organization is amazing. You help people no matter who they are based on needs and compassionate respect for all. Your organization may be a ""Jewish"" organization, but to me your organization is for anyone who needs a little extra help. Thank you so much. The food items are so good. I love the canned vegetables, and I like all of my food items. I especially love the potato pancake mix and packages to make soup. I was born and raised in the ""South"" - Georgia. My family always had fresh fruit, vegetables, and smoked meats. My mom and dad always had a garden and caught fresh fish. My parents are no longer here, but your services remind remind me of my parents. They would help anyone, provide food to eat, a place to stay, a hug, and most of all a dedication to ""Giving""."
2,55,60,,,,,1,,52,,,,,58,,8,,1,,1,1,"1,2,13,11",1,1,1,2,2,2,,,1,1,1,1,1,4,1,2,2,2,2,,,,2,,,,,,,,,I appreciate all that the JRA has done for me and my family.
4,45,49,16,8,,,2,,31,,1,1,1,58,,8,,1,,3,2,"1,5,6,8,10","1,2,3,4",2,19,1,1,1,,,1,1,1,3,"1,2,3,4,5","5,6,7",1,5,3,2,2,,,,2,,,,,,,,,"The produce usually comes very bruised, inedible, and my kids will not eat it. Too many onions and garlic. "
,,,,,,,,,52,,,5,,,,8,,,,1,3,"1,3,5,6,7,8,12",5,,10,,2,2,,,1,1,2,,,,,,,2,2,,,,2,,,,,,,,,"I love the grape juice, thank you for the food box! I will move on February 28, 2022. Rent will be $775.00 at the new apartment in the northeast on Academy Road. Here at this apartment now, rent is $1050.00. On 2-1-22 the rent will increase to $1,375.00. When all is none I will call on you for help. Thank you. Thank you."
2,92,84,,,,,2,,21,,2,3,2,58,,8,,"2,3,4",,2,1,"1,6,8,9","4,5",2,"1,4,10",2,2,1,5,,1,1,2,,,,,,,2,2,,,,2,,,,,,,,,We do not have enough cash or food to last until the end of the month.
2,35,29,,,,,1,,,,2,1,2,58,,8,,7,Vegetarian,1,2,"1,4,13,6,12",2,1,19,2,2,1,4,,1,1,2,,,,,,,2,2,,,,2,,,,,,,,,
1,78,,,,,,2,,21,,2,3,2,58,,8,,1,,2,1,"1,2,3,6,12",2,2,10,2,2,1,4,,1,1,2,,,,,,,2,2,,,,2,,,,,,,,,
1,94,,,,,,2,,21,,3,3,2,58,,8,,"2,4",,2,3,"1,13,6,8,9,12","5,6",1,"6,10",3,3,1,4,,1,1,2,,,,,,,2,2,,,,2,,,,,,,,,"I just want to say ""Thank You"". I greatly appreciate the box of food. It is greatly appreciated. "
2,51,75,,,,,2,,,,2,5,2,58,,8,,1,,3,3,"1,4,13,6,11",6,2,1,2,2,2,,,1,1,2,,,,,,,2,2,,,,2,,,,,,,,,
2,73,67,,,,,2,,31,,4,1,2,58,,8,,,,1,2,"2,4,5,6,7",3,1,10,3,3,1,4,,1,1,2,,,,,,,2,2,,,,2,,,,,,,,,"We appreciate the JRA very much, and we thank you for your service."
4,63,31,12,9,,,2,,16,,4,5,2,58,,8,,"2,3",,,3,"1,4,5,6,7,8,12","1,3",,,,,,,,1,1,2,,,,,,,2,2,,,,2,,,,,,,,,Thank you all very much
2,50,47,,,,,5,Nationalities Service Center (Briana),38,,1,2,2,59,Democratic Republic of the Congo,21,French,1,,2,2,"1,2,7,10,11",4,1,19,2,2,2,,,2,3,2,,,,,,,2,2,,,,2,,,,,,,,,"I am very grateful to JRA for everything they do to help us. It is a blessing for us, so that they continue to help people and not give up. "
1,75,,,,,,2,,42,,3,5,,58,,8,,2,,1,2,"2,4,13,8,12","1,2,3,4,5,6",,,,,,,,1,3,2,,,,,,,2,2,,,,2,,,,,,,,,
1,65,,,,,,1,,21,,2,3,2,58,,8,,1,,3,2,"1,6,8,11,12","1,2,3,5,6",1,"1,6,8",1,1,2,,,2,2,2,,,,,,,2,2,,,,2,,,,,,,,,
2,78,49,,,,,1,,34,,5,5,2,58,,8,,"2,4",,1,1,"1,2,3,10,12","2,4,5,6",1,"1,2,10",2,2,1,4,,1,1,2,,,,,,,2,2,,,,2,,,,,,,,,
1,73,,,,,,3,,57,Flyer,2,3,2,20,,21,Creole,"2,3,4",,1,3,"1,4,5,6,7,8,9,11","1,2,3,4,5,6",1,"1,10",,,2,,,1,,2,,,,,,,2,2,,,,2,,,,,,,,,Thank you for your service. Thank you very much again. 
1,73,,,,,,1,,21,,1,3,2,58,,8,,"4,5",,2,3,"1,4,13,7,10","2,3,5",,,,,,,,,,2,,,,,,,2,2,,,,2,,,,,,,,,
5,46,43,26,25,21,10,1,,57,,3,2,1,58,,8,,1,,2,1,"1,2,3,5,6,11","2,3",,19,3,3,2,,,1,1,1,2,"1,3","1,2,5,7",1,2,1,2,2,,,,1,11,"1,3,4","1,2",1,,,1,,"Will they be getting back milk, juice, bread maybe, this helped a lot? We are thankful for all the blessing essentials laundary detergent."
2,79,53,,,,,2,,31,,5,3,1,58,,8,,4,,2,2,"1,2,8,9,11,12","1,2,3,4,5,6",1,"1,2,4,10",,,1,4,,1,1,2,,,,,,,2,2,,,,1,11,"1,2,4,10,11","1,2,3,4",2,3,2,1,,More adult diapers could be helpful.
2,75,70,,,,,2,,34,,2,3,2,58,,8,,1,,1,3,"1,3,4,13,12","1,2,3,4,5,6",1,"4,13,16",2,2,1,4,,1,1,2,,,,,,,2,2,,,,1,12,"3,5,8","1,2,3,4",1,,,,,We appreciate all your help. The volunteers are very kind and helpful. We can't get out much except for wills eye and fox chase hospitals and other doctors.
5,47,45,22,20,15,13,1,,57,,2,1,1,58,,8,,1,,1,3,"1,2,10,11,12","1,2,3,4",1,1,3,3,1,1,,1,1,1,2,"1,2,3","3,4,6",1,2,2,2,2,,,,2,,,,,,,,,
1,72,,,,,,2,,21,,4,,2,56,,4,,"2,3,4",,1,3,"1,3,5,6,7,10,11,12","1,3,4,6",1,"1,8",3,3,2,,,1,3,2,,,,,,,2,2,,,,2,,,,,,,,,"Thank you for providing food assistance, that's very thoughtful of you ! "
1,,,,,,,1,,,,3,"3,5",2,58,,8,,"2,3",,2,3,"1,2,8,9,11","3,5",1,"1,2,10,15,16",2,3,1,4,,2,1,2,,,,,,,2,2,,,,2,,,,,,,,,"I don't keep Kocher, because of not being able to eat salty foods or High blood pressure goat"
1,85,,,,,,2,,21,,3,3,2,58,,8,,1,,1,3,"13,5,6,8,11",3,,,,,,,,1,1,2,,,,,,,2,2,,,,2,,,,,,,,,
1,66,,,,,,1,,57,,2,3,2,58,,8,,1,,4,1,"3,5,7,11,12",3,2,"10,16",3,3,1,1,,1,1,2,,,,,,,2,2,,,,2,,,,,,,,,
1,73,,,,,,4,,42,,2,3,2,58,,8,,3,,1,1,"1,4,11,12",1,1,"1,10,12,16,18",3,3,2,,,2,2,2,,,,,,,2,2,,,,2,,,,,,,,,
1,78,,,,,,1,,34,,1,3,2,58,,8,,1,,1,1,"1,13,7","1,2,3,4",1,10,3,3,1,4,,1,1,2,,,,,,,2,2,,,,2,,,,,,,,,I appreciate everything I receive.
1,67,,,,,,1,,42,,2,5,2,,,,,,,,,,,,,,,,,,1,1,2,,,,,,,2,2,,,,2,,,,,,,,,It helps a lot with the home.
1,76,,,,,,5,Counselor ,57,GOC,3,3,2,58,,8,,3,,1,4,"1,2,3,10,11","1,2,3,4",1,,,,1,6,American ,,,2,,,,,,,2,2,,,,2,,,,,,,,,
1,69,,,,,,2,,21,,3,5,2,58,,8,,"2,4",,1,3,"1,2,3,4,13,7,8,11","1,3,4",,,,,,,,,,2,,,,,,,2,2,,,,2,,,,,,,,,It helps me a lot. I thank you very much.
1,60,,,,,,5,,57,,3,"2,5",2,58,,8,,1,,3,1,"1,2,3,4,13,8,11,12","1,3,5",1,"1,15",1,2,2,,,2,3,2,,,,,,,2,2,,,,2,,,,,,,,,"I appreciate the food that they bring even if I don't eat everything in the box, The little stuff helps, Thank you."
3,61,55,29,,,,1,,34,,3,5,2,58,,8,,,,1,2,"1,13,5,6,10",5,1,19,1,1,1,4,,1,1,2,,,,,,,2,2,,,,2,,,,,,,,,"I am very thankful for JRF, they help me every month with their food delivery."
3,,,,,,,1,,,,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,88,84,,,,,2,,34,,3,3,2,58,,8,,2,,2,2,"2,6,8","3,6",1,"2,3",3,3,1,4,,1,1,2,,,,,,,2,2,,,,1,12,"2,7,8,9",4,2,1,4,1,,
1,55,,,,,,2,,21,,2,5,2,58,,8,,1,,1,1,"1,3,4,13,8",1,1,"1,10,15",1,1,2,,,2,3,2,,,,,,,2,2,,,,1,11,"1,2,3",2,1,1,4,1,,
